Name,Author,User Rating,Reviews,Price,Year,Genre,Estil_literari,Temas_especificos,Niveles_de_complejidad,Caracteristicas_del_mundo_ficticio,Desarrollo_de_personajes,Enfoque_en_accion_o_reflexion,Longitud_de_la_obra,Epoca_temporal,Nivel_de_detalle_cientifico,Reacciones_emocionales_deseadas
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2016,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2017,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
Tina Fey: Bossypants,Tina Fey,4.3,5977,12,2011,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2013,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2016,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,2017,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21,2010,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
True Compass: A Memoir,Edward M. Kennedy,4.5,438,15,2009,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9,2009,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5,2014,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2010,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,sorpresa
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2014,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,sorpresa
Under the Dome: A Novel,Stephen King,4.3,6740,20,2009,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,2019,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9,2016,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
Watchmen,Alan Moore,4.8,3829,42,2009,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
Water for Elephants: A Novel,Sara Gruen,4.5,8958,12,2011,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
What Happened,Hillary Rodham Clinton,4.6,5492,18,2017,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,sorpresa
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,2015,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9,2011,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,alegria
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2012,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2013,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
When Breath Becomes Air,Paul Kalanithi,4.8,13779,14,2016,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,alegria
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Where the Wild Things Are,Maurice Sendak,4.8,9967,13,2009,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,18,2012,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,15,2012,Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,alegria
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11,2010,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
Wonder,R. J. Palacio,4.8,21625,9,2013,Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
Wonder,R. J. Palacio,4.8,21625,9,2014,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
Wonder,R. J. Palacio,4.8,21625,9,2016,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
Wonder,R. J. Palacio,4.8,21625,9,2017,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,alegria
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2016,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2017,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2018,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
